year,j_day,fr_PHU,biomass,LAI_actual,Bio_N,Bio_P,rooting_depth,yield_actual,HI_act
,,%,kg ha^-1,m^2/m^2,kg N ha^-1,kg P ha^-1,mm,kg ha^-1,dmnl
2009,244,0.0,0,0,0,0,0,0,0
2009,245,0.0,0,0,0,0,0,0,0
2009,246,0.0,0,0,0,0,0,0,0
2009,247,0.0,0,0,0,0,0,0,0
2009,248,0.0,0,0,0,0,0,0,0
2009,249,0.0,0,0,0,0,0,0,0
2009,250,0.0,0,0,0,0,0,0,0
2009,251,0.0,0,0,0,0,0,0,0
2009,252,0.0,0,0,0,0,0,0,0
2009,253,0.0,0,0,0,0,0,0,0
2009,254,0.0,0,0,0,0,0,0,0
2009,255,0.0,0,0,0,0,0,0,0
2009,256,0.0,0,0,0,0,0,0,0
2009,257,0.0,0,0,0,0,0,0,0
2009,258,0.0,0,0,0,0,0,0,0
2009,259,0.0,0,0,0,0,0,0,0
2009,260,0.0,0,0,0,0,0,0,0
2009,261,0.0,0,0,0,0,0,0,0
2009,262,0.0,0,0,0,0,0,0,0
2009,263,0.0,0,0,0,0,0,0,0
2009,264,0.0,0,0,0,0,0,0,0
2009,265,0.0,0,0,0,0,0,0,0
2009,266,0.0,0,0,0,0,0,0,0
2009,267,0.0,0,0,0,0,0,0,0
2009,268,0.0,0,0,0,0,0,0,0
2009,269,0.0,0,0,0,0,0,0,0
2009,270,0.0,0,0,0,0,0,0,0
2009,271,0.0,0,0,0,0,0,0,0
2009,272,0.0,0,0,0,0,0,0,0
2009,273,0.0,0,0,0,0,0,0,0
2009,274,0.0,0,0,0,0,0,0,0
2009,275,0.0,0,0,0,0,0,0,0
2009,276,0.0,0,0,0,0,0,0,0
2009,277,0.0,0,0,0,0,0,0,0
2009,278,0.0,0,0,0,0,0,0,0
2009,279,0.0,0,0,0,0,0,0,0
2009,280,0.0,0,0,0,0,0,0,0
2009,281,0.0,0,0,0,0,0,0,0
2009,282,0.0,0,0,0,0,0,0,0
2009,283,0.0,0,0,0,0,0,0,0
2009,284,0.0,0,0,0,0,0,0,0
2009,285,0.0,0,0,0,0,0,0,0
2009,286,0.0,0,0,0,0,0,0,0
2009,287,0.0,0,0,0,0,0,0,0
2009,288,0.0,0,0,0,0,0,0,0
2009,289,0.0,0,0,0,0,0,0,0
2009,290,0.0,0,0,0,0,0,0,0
2009,291,0.0,0,0,0,0,0,0,0
2009,292,0.0,0,0,0,0,0,0,0
2009,293,0.0,0,0,0,0,0,0,0
2009,294,0.0,0,0,0,0,0,0,0
2009,295,0.0,0,0,0,0,0,0,0
2009,296,0.0,0,0,0,0,0,0,0
2009,297,0.0,0,0,0,0,0,0,0
2009,298,0.0,0,0,0,0,0,0,0
2009,299,0.0,0,0,0,0,0,0,0
2009,300,0.0,0,0,0,0,0,0,0
2009,301,0.0,0,0,0,0,0,0,0
2009,302,0.0,0,0,0,0,0,0,0
2009,303,0.0,0,0,0,0,0,0,0
2009,304,0.0,0,0,0,0,0,0,0
2009,305,0.0,0,0,0,0,0,0,0
2009,306,0.0,0,0,0,0,0,0,0
2009,307,0.0,0,0,0,0,0,0,0
2009,308,0.0,0,0,0,0,0,0,0
2009,309,0.0,0,0,0,0,0,0,0
2009,310,0.0,0,0,0,0,0,0,0
2009,311,0.0,0,0,0,0,0,0,0
2009,312,0.0,0,0,0,0,0,0,0
2009,313,0.0,0,0,0,0,0,0,0
2009,314,0.0,0,0,0,0,0,0,0
2009,315,0.0,0,0,0,0,0,0,0
2009,316,0.0,0,0,0,0,0,0,0
2009,317,0.0,0,0,0,0,0,0,0
2009,318,0.0,0,0,0,0,0,0,0
2009,319,0.0,0,0,0,0,0,0,0
2009,320,0.0,0,0,0,0,0,0,0
2009,321,0.0,0,0,0,0,0,0,0
2009,322,0.0,0,0,0,0,0,0,0
2009,323,0.0,0,0,0,0,0,0,0
2009,324,0.0,0,0,0,0,0,0,0
2009,325,0.0,0,0,0,0,0,0,0
2009,326,0.0,0,0,0,0,0,0,0
2009,327,0.0,0,0,0,0,0,0,0
2009,328,0.0,0,0,0,0,0,0,0
2009,329,0.0,0,0,0,0,0,0,0
2009,330,0.0,0,0,0,0,0,0,0
2009,331,0.0,0,0,0,0,0,0,0
