,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
commodity_prices.digester_bedding_coproduct.dollars_per_kg_bedding.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
commodity_prices.alfalfa_silage.dollar_per_kilogram.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063093195,0.083567078,0.091088146,0.063371749,,
commodity_prices.elec_commercial.dollar_per_kwh.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,0.0789,0.0803,0.0817,0.0867,0.0946,0.0965,0.1026,0.1016,0.1019,0.1024,0.1009,0.1026,0.1074,0.1064,0.1043,0.1066,0.1067,0.1068,0.1059,0.1122,0.1241,0.1259,,
commodity_prices.digester_fertilizer_coproduct.dollars_per_kg_nitrogen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
farm_services.tractor_small.dollar_per_hour.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.97244357,49.74852234,50.76214868,50.68344546,51.82680823,54.26003263,54.91667788,55.66403354,57.40390996,60.18417941,65.35544032,68.14549984,70.60287995,76.89912163,73.04350432,76.51884475,81.81785692,83.91040504,84.66976841,85.57005298,81.84303552,81.11777965,83.50071984,87.63673275,89.71600224,89.14599376,96.08998672,114.676832,116.4707677,,
commodity_prices.soybean_meal.dollar_per_kilogram.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227398,0.329003,0.337773,0.303152,0.330106,0.445305,0.442683,0.387732,0.32026,0.319079,0.316148,0.338912,0.303891,0.319633,0.382786,0.4433519999999999,0.438291,0.335356,
commodity_prices.calf_heifer_1.dollar_per_kilogram.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93862,1.58092,0.937086,0.854145,0.80478,1.38506,2.89926,11.0253,12.9687
commodity_prices.bedding_sawdust.dollar_per_head.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.22,,,,
commodity_prices.net_fertilizer_nitrogen_solutions_30pct.dollar_per_kilogram.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073634374,0.072532063,0.068067704,0.058422483,0.059083869,0.060957798,0.061288491,0.06564262,0.1361354078826259,0.1537723838026422,0.1240099869376147,0.1322773194001223,0.1259390311788665,0.1259390311788665,0.1444027403451336,0.1628664495114006,0.1614885607676494,0.1532212283051417,0.1573548945363955,0.1543235393001427,0.1289703864151193,0.1218053649476126,0.1504654508176392,0.1499142953201387,0.1471585178326361,0.1526700728076412,0.1521189173101407,0.1499142953201387,0.1537723838026422,0.1862905581551723,0.2006206010901856,0.1763697592001631,0.1477096733301366,0.1410958073601305,0.1444027403451336,0.2083367780551927,0.1399934963651295,0.1774720701951641,0.1962113571101815,0.2369968639252192,0.2557361508402366,0.3053401456152824,0.4420267089954089,0.3527395184003263,0.3119540115852885,0.3869111592453579,0.4442313309854109,0.4519475079504181,0.3957296472053661,0.377243892,0.3061448326416332,0.293016309,0.3158121000677921,0.3222826656084481,0.2952650231209731,0.4300997040294979,0.7076616125707547,,,
commodity_prices.natgas_commercial.dollar_per_megajoule.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000687708,0.000678414,0.000687708,0.000715588,0.000762055,0.000817815,0.000873575,0.000994388,0.001254602,0.001524109,0.001895843,0.002072417,0.002537084,0.003150445,0.003717339,0.004479394,0.005194982,0.005157808,0.005111342,0.004721021,0.004432927,0.00430282,0.004405047,0.004488687,0.004470101,0.004535154,0.004851128,0.005055582,0.004693141,0.005018408,0.005390142,0.005092755,0.004953355,0.006124317,0.007834293,0.00616149,0.007806413,0.008763628,0.010538657,0.011152018,0.010538657,0.011365765,0.009349109,0.008800801,0.008280374,0.007527612,0.007509026,0.00827108,0.007351039,0.006765558,0.007323159,0.007239519,0.007072238,0.006951425,0.008168853,0.010520071,0.010148337,,
